Options:
Model:                           MultiState
Tree File Name:                  _tree_caudata_bt.nex
Data File Name:                  _dat_caudata.txt
Log File Name:                   caudata_rjhp_cov_r2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            842965589
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   2500
Iterations:                      30010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   caudata_rjhp_cov_r2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,P,S,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAP                          RJ MCMC
    qAS                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDP                          RJ MCMC
    qDS                          RJ MCMC
    qDV                          RJ MCMC
    qPA                          RJ MCMC
    qPD                          RJ MCMC
    qPS                          RJ MCMC
    qPV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qSP                          RJ MCMC
    qSV                          RJ MCMC
    qVA                          RJ MCMC
    qVD                          RJ MCMC
    qVP                          RJ MCMC
    qVS                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       546
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAP	qAS	qAV	qDA	qDP	qDS	qDV	qPA	qPD	qPS	qPV	qSA	qSD	qSP	qSV	qVA	qVD	qVP	qVS	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(P)	Root P(S)	Root P(V)	RJRates - Mean	
150000	-118.106798	1	1	11	'Z 0 0 0 0 Z 0 Z Z Z Z Z 0 0 Z Z 0 Z Z 0 	0.000000	11.859046	11.859046	11.859046	11.859046	0.000000	11.859046	0.000000	0.000000	0.000000	0.000000	0.000000	11.859046	11.859046	0.000000	0.000000	11.859046	0.000000	0.000000	11.859046	8.477337	8.477337	0.912503	0.030712	0.000000	0.029545	0.027241	17.254263	
152500	-107.192930	1	2	11	'Z 0 0 1 Z Z 1 Z Z Z 1 Z 0 0 1 Z Z Z Z 0 	0.000000	10.629835	10.629835	0.476549	0.000000	0.000000	0.476549	0.000000	0.000000	0.000000	0.476549	0.000000	10.629835	10.629835	0.476549	0.000000	0.000000	0.000000	0.000000	10.629835	7.293474	7.293474	0.984451	0.000001	0.000026	0.014883	0.000639	18.860996	
155000	-111.459873	1	2	5	'1 0 0 1 1 Z 1 Z 0 0 Z 1 0 0 Z 1 0 1 1 Z 	0.294338	5.196080	5.196080	0.294338	0.294338	0.000000	0.294338	0.000000	5.196080	5.196080	0.000000	0.294338	5.196080	5.196080	0.000000	0.294338	5.196080	0.294338	0.294338	0.000000	5.023339	5.023339	0.521649	0.000021	0.454735	0.008238	0.015357	6.420238	
157500	-112.351835	1	2	5	'1 0 0 Z 1 Z 1 Z 1 1 1 Z 0 0 Z 1 1 1 0 0 	0.345952	9.702370	9.702370	0.000000	0.345952	0.000000	0.345952	0.000000	0.345952	0.345952	0.345952	0.000000	9.702370	9.702370	0.000000	0.345952	0.345952	0.345952	9.702370	9.702370	13.519674	13.519674	0.981504	0.000022	0.000764	0.015358	0.002353	10.849699	
160000	-107.792555	1	2	9	'Z 0 0 1 Z Z 1 Z 1 1 Z Z 0 0 1 Z 1 0 Z Z 	0.000000	11.752353	11.752353	0.596652	0.000000	0.000000	0.596652	0.000000	0.596652	0.596652	0.000000	0.000000	11.752353	11.752353	0.596652	0.000000	0.596652	11.752353	0.000000	0.000000	6.571653	6.571653	0.984854	0.000001	0.000812	0.014308	0.000025	6.132255	
162500	-110.210496	1	2	10	'Z 0 0 1 Z 1 1 Z Z Z Z 1 0 0 Z Z Z Z 1 1 	0.000000	6.210875	6.210875	0.561022	0.000000	0.561022	0.561022	0.000000	0.000000	0.000000	0.000000	0.561022	6.210875	6.210875	0.000000	0.000000	0.000000	0.000000	0.561022	0.561022	17.621071	17.621071	0.990787	0.000001	0.000000	0.009211	0.000001	12.699655	
165000	-106.412908	1	2	7	'Z 0 0 1 Z Z 1 Z 1 1 1 Z 0 0 Z Z 1 1 1 1 	0.000000	9.159095	9.159095	0.299572	0.000000	0.000000	0.299572	0.000000	0.299572	0.299572	0.299572	0.000000	9.159095	9.159095	0.000000	0.000000	0.299572	0.299572	0.299572	0.299572	8.663238	8.663238	0.985141	0.000000	0.000551	0.014285	0.000023	11.408263	
167500	-110.686590	1	2	6	'Z 0 0 1 Z 1 1 Z Z 1 Z Z 0 0 1 0 1 1 1 1 	0.000000	8.152915	8.152915	0.346855	0.000000	0.346855	0.346855	0.000000	0.000000	0.346855	0.000000	0.000000	8.152915	8.152915	0.346855	8.152915	0.346855	0.346855	0.346855	0.346855	15.848693	15.848693	0.990497	0.000000	0.000000	0.009473	0.000030	6.983897	
170000	-110.997733	1	2	8	'Z 0 0 Z Z Z 1 Z 1 1 1 Z 0 0 1 0 1 Z Z 1 	0.000000	6.142999	6.142999	0.000000	0.000000	0.000000	0.883302	0.000000	0.883302	0.883302	0.883302	0.000000	6.142999	6.142999	0.883302	6.142999	0.883302	0.000000	0.000000	0.883302	1.840500	1.840500	0.948535	0.000007	0.021773	0.028971	0.000714	8.932850	
172500	-110.227220	1	2	12	'Z 1 1 Z 0 Z Z Z Z Z 0 Z 1 1 Z 0 Z Z Z 0 	0.000000	8.685832	8.685832	0.000000	2.095320	0.000000	0.000000	0.000000	0.000000	0.000000	2.095320	0.000000	8.685832	8.685832	0.000000	2.095320	0.000000	0.000000	0.000000	2.095320	8.137955	8.137955	0.982054	0.001043	0.000641	0.016243	0.000020	7.680804	
175000	-116.870999	1	1	6	'Z 0 0 Z 0 Z 0 0 0 Z Z 0 0 0 0 0 0 Z 0 0 	0.000000	4.375852	4.375852	0.000000	4.375852	0.000000	4.375852	4.375852	4.375852	0.000000	0.000000	4.375852	4.375852	4.375852	4.375852	4.375852	4.375852	0.000000	4.375852	4.375852	5.241353	5.241353	0.598600	0.040400	0.226397	0.072338	0.062265	2.854640	
177500	-107.864031	1	2	9	'0 1 1 0 Z Z 0 0 Z 0 Z 0 1 1 Z 0 Z Z Z Z 	0.470936	7.646281	7.646281	0.470936	0.000000	0.000000	0.470936	0.470936	0.000000	0.470936	0.000000	0.470936	7.646281	7.646281	0.000000	0.470936	0.000000	0.000000	0.000000	0.000000	8.890110	8.890110	0.987885	0.000001	0.000000	0.012114	0.000000	3.262006	
180000	-109.888405	1	2	7	'Z 1 1 0 Z 0 0 Z 0 Z 0 Z 1 1 Z 0 1 Z 0 0 	0.000000	14.494376	14.494376	0.612991	0.000000	0.612991	0.612991	0.000000	0.612991	0.000000	0.612991	0.000000	14.494376	14.494376	0.000000	0.612991	14.494376	0.000000	0.612991	0.612991	6.194991	6.194991	0.950007	0.000003	0.000789	0.012760	0.036440	21.668806	
182500	-109.276669	1	2	7	'Z 1 1 0 0 Z Z Z 0 0 0 Z 1 1 0 Z 1 Z 0 0 	0.000000	8.357450	8.357450	0.242979	0.242979	0.000000	0.000000	0.000000	0.242979	0.242979	0.242979	0.000000	8.357450	8.357450	0.242979	0.000000	8.357450	0.000000	0.242979	0.242979	6.362481	6.362481	0.941552	0.000010	0.000457	0.016678	0.041304	27.998577	
185000	-113.340079	1	2	4	'0 1 1 0 0 0 0 0 0 Z 0 0 0 0 0 Z Z Z 0 0 	0.807105	11.240417	11.240417	0.807105	0.807105	0.807105	0.807105	0.807105	0.807105	0.000000	0.807105	0.807105	0.807105	0.807105	0.807105	0.000000	0.000000	0.000000	0.807105	0.807105	4.862739	4.862739	0.998501	0.000109	0.001277	0.000112	0.000001	17.443065	
187500	-114.212535	1	1	11	'Z 0 0 0 0 0 0 Z 0 0 Z Z 0 Z Z Z Z Z Z Z 	0.000000	3.720378	3.720378	3.720378	3.720378	3.720378	3.720378	0.000000	3.720378	3.720378	0.000000	0.000000	3.720378	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.430444	5.430444	0.260226	0.048645	0.688613	0.002515	0.000000	9.954406	
190000	-114.523959	1	1	9	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 Z 0 Z 0 Z Z Z 	0.000000	4.729207	4.729207	0.000000	4.729207	4.729207	4.729207	0.000000	4.729207	4.729207	0.000000	4.729207	4.729207	0.000000	4.729207	0.000000	4.729207	0.000000	0.000000	0.000000	3.088642	3.088642	0.365277	0.109288	0.447639	0.069831	0.007966	10.254849	
192500	-116.886780	1	1	8	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 Z 0 0 0 Z Z Z 0 	0.000000	4.000591	4.000591	0.000000	4.000591	0.000000	4.000591	0.000000	4.000591	4.000591	4.000591	4.000591	0.000000	4.000591	4.000591	4.000591	0.000000	0.000000	0.000000	4.000591	7.494967	7.494967	0.621115	0.008082	0.367287	0.003501	0.000015	6.918826	
195000	-118.928626	1	1	11	'Z 0 0 Z 0 Z Z 0 0 0 Z 0 Z Z Z Z Z 0 Z 0 	0.000000	6.501068	6.501068	0.000000	6.501068	0.000000	0.000000	6.501068	6.501068	6.501068	0.000000	6.501068	0.000000	0.000000	0.000000	0.000000	0.000000	6.501068	0.000000	6.501068	5.424743	5.424743	0.406812	0.009201	0.583895	0.000000	0.000092	22.701971	
197500	-116.007912	1	1	7	'Z 0 0 Z 0 0 0 0 Z Z Z 0 0 Z Z 0 0 0 0 0 	0.000000	4.749390	4.749390	0.000000	4.749390	4.749390	4.749390	4.749390	0.000000	0.000000	0.000000	4.749390	4.749390	0.000000	0.000000	4.749390	4.749390	4.749390	4.749390	4.749390	3.941676	3.941676	0.435247	0.311980	0.034418	0.040050	0.178306	4.498368	
200000	-107.996367	1	2	9	'Z 0 0 1 1 Z 1 Z 1 Z 1 Z 0 0 Z 1 0 Z Z Z 	0.000000	5.791808	5.791808	0.406999	0.406999	0.000000	0.406999	0.000000	0.406999	0.000000	0.406999	0.000000	5.791808	5.791808	0.000000	0.406999	5.791808	0.000000	0.000000	0.000000	6.247866	6.247866	0.960003	0.000060	0.002922	0.014348	0.022667	2.232848	
202500	-110.924254	1	2	6	'1 0 0 1 Z Z 1 Z Z 1 1 1 0 0 Z 1 0 1 Z 1 	0.068002	6.405285	6.405285	0.068002	0.000000	0.000000	0.068002	0.000000	0.000000	0.068002	0.068002	0.068002	6.405285	6.405285	0.000000	0.068002	6.405285	0.068002	0.000000	0.068002	13.506827	13.506827	0.973783	0.000000	0.000003	0.009650	0.016564	2.327361	
205000	-117.800788	1	1	7	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 0 Z 0 0 0 0 0 	0.000000	2.852647	2.852647	2.852647	2.852647	0.000000	2.852647	0.000000	0.000000	0.000000	2.852647	0.000000	2.852647	2.852647	0.000000	2.852647	2.852647	2.852647	2.852647	2.852647	7.634713	7.634713	0.968318	0.004580	0.001232	0.006400	0.019469	4.992797	
207500	-115.643334	1	2	6	'1 0 0 1 1 Z Z Z 1 0 Z 0 0 0 Z 1 0 Z 0 0 	0.560315	4.808679	4.808679	0.560315	0.560315	0.000000	0.000000	0.000000	0.560315	4.808679	0.000000	4.808679	4.808679	4.808679	0.000000	0.560315	4.808679	0.000000	4.808679	4.808679	8.924474	8.924474	0.937305	0.000078	0.017507	0.008791	0.036319	3.224019	
210000	-112.071962	1	2	8	'Z 1 1 Z Z 0 0 Z 1 Z 0 0 1 1 1 0 Z Z Z 0 	0.000000	5.664707	5.664707	0.000000	0.000000	0.244740	0.244740	0.000000	5.664707	0.000000	0.244740	0.244740	5.664707	5.664707	5.664707	0.244740	0.000000	0.000000	0.000000	0.244740	10.627141	10.627141	0.685775	0.000009	0.277968	0.036247	0.000001	6.602997	
212500	-107.374185	1	2	9	'Z 1 1 0 Z Z 0 Z Z 0 Z Z 1 1 Z Z 0 0 0 0 	0.000000	15.230986	15.230986	0.551934	0.000000	0.000000	0.551934	0.000000	0.000000	0.551934	0.000000	0.000000	15.230986	15.230986	0.000000	0.000000	0.551934	0.551934	0.551934	0.551934	8.750313	8.750313	0.987662	0.000001	0.000000	0.012293	0.000044	22.690835	
215000	-106.650491	1	2	11	'Z 1 1 0 Z Z 0 Z Z 0 Z Z 1 1 Z Z 0 Z 0 Z 	0.000000	14.819490	14.819490	0.450205	0.000000	0.000000	0.450205	0.000000	0.000000	0.450205	0.000000	0.000000	14.819490	14.819490	0.000000	0.000000	0.450205	0.000000	0.450205	0.000000	4.712884	4.712884	0.989299	0.000001	0.000000	0.010683	0.000017	25.221677	
217500	-113.026661	1	2	7	'Z 1 1 0 0 0 0 Z 0 0 0 Z Z 1 Z 0 0 Z Z 0 	0.000000	5.781370	5.781370	0.532892	0.532892	0.532892	0.532892	0.000000	0.532892	0.532892	0.532892	0.000000	0.000000	5.781370	0.000000	0.532892	0.532892	0.000000	0.000000	0.532892	16.079059	16.079059	0.995438	0.000096	0.004415	0.000001	0.000050	4.136081	
220000	-107.974405	1	2	5	'Z 0 0 1 1 1 1 1 1 1 1 Z 0 0 Z 1 Z 1 1 Z 	0.000000	8.059155	8.059155	0.151855	0.151855	0.151855	0.151855	0.151855	0.151855	0.151855	0.151855	0.000000	8.059155	8.059155	0.000000	0.151855	0.000000	0.151855	0.151855	0.000000	9.390270	9.390270	0.985901	0.000006	0.000188	0.013905	0.000000	14.898023	
222500	-110.495536	1	2	8	'Z 1 1 0 Z Z 0 Z 0 Z 0 Z 1 1 Z Z 0 0 1 1 	0.000000	4.717487	4.717487	0.766060	0.000000	0.000000	0.766060	0.000000	0.766060	0.000000	0.766060	0.000000	4.717487	4.717487	0.000000	0.000000	0.766060	0.766060	4.717487	4.717487	11.353359	11.353359	0.978124	0.000001	0.012544	0.006772	0.002560	43.735458	
225000	-116.270913	1	1	12	'Z 0 0 Z Z Z Z Z Z Z Z Z 0 0 Z 0 0 Z 0 0 	0.000000	6.837037	6.837037	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.837037	6.837037	0.000000	6.837037	6.837037	0.000000	6.837037	6.837037	11.665455	11.665455	0.945055	0.000000	0.000000	0.017598	0.037347	20.715269	
227500	-112.804408	1	1	9	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 Z Z 0 0 0 0 0 	0.000000	6.419179	6.419179	0.000000	6.419179	6.419179	6.419179	0.000000	0.000000	0.000000	0.000000	0.000000	6.419179	0.000000	0.000000	6.419179	6.419179	6.419179	6.419179	6.419179	3.913405	3.913405	0.208181	0.440949	0.000000	0.091371	0.259499	30.412192	
230000	-116.998158	1	1	8	'Z 0 0 Z Z Z 0 Z Z Z 0 0 0 0 Z 0 0 0 0 0 	0.000000	4.634757	4.634757	0.000000	0.000000	0.000000	4.634757	0.000000	0.000000	0.000000	4.634757	4.634757	4.634757	4.634757	0.000000	4.634757	4.634757	4.634757	4.634757	4.634757	9.940804	9.940804	0.946633	0.000069	0.015053	0.012108	0.026138	58.856962	
232500	-118.439580	1	1	8	'Z 0 0 Z 0 Z Z Z 0 Z 0 0 0 0 Z Z 0 0 0 0 	0.000000	3.581908	3.581908	0.000000	3.581908	0.000000	0.000000	0.000000	3.581908	0.000000	3.581908	3.581908	3.581908	3.581908	0.000000	0.000000	3.581908	3.581908	3.581908	3.581908	7.597711	7.597711	0.451930	0.003643	0.513149	0.003585	0.027693	85.875483	
235000	-114.379358	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z Z 0 	0.000000	10.411408	10.411408	0.000000	10.411408	0.000000	10.411408	0.000000	0.000000	0.000000	0.000000	0.000000	10.411408	10.411408	0.000000	10.411408	0.000000	0.000000	0.000000	10.411408	10.782863	10.782863	0.936236	0.038861	0.000000	0.024011	0.000892	85.936870	
237500	-111.021213	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 Z Z Z Z 	0.000000	8.643024	8.643024	0.000000	8.643024	0.000000	8.643024	0.000000	0.000000	0.000000	0.000000	0.000000	8.643024	8.643024	8.643024	8.643024	0.000000	0.000000	0.000000	0.000000	4.435966	4.435966	0.852958	0.101447	0.000000	0.045595	0.000000	98.918282	
240000	-117.356770	1	1	9	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 0 0 Z 0 0 Z Z 	0.000000	11.708900	11.708900	0.000000	11.708900	11.708900	11.708900	11.708900	0.000000	0.000000	0.000000	0.000000	11.708900	11.708900	11.708900	0.000000	11.708900	11.708900	0.000000	0.000000	3.688419	3.688419	0.606631	0.112483	0.000000	0.079109	0.201777	90.202932	
242500	-114.831518	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 0 Z Z 0 0 Z 0 0 Z Z Z 	0.000000	9.751313	9.751313	0.000000	9.751313	0.000000	9.751313	0.000000	9.751313	9.751313	0.000000	0.000000	9.751313	9.751313	0.000000	9.751313	9.751313	0.000000	0.000000	0.000000	4.731820	4.731820	0.345951	0.031244	0.562391	0.030564	0.029850	82.560719	
245000	-112.113800	1	1	11	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 0 Z Z Z 	0.000000	4.574279	4.574279	0.000000	4.574279	0.000000	4.574279	0.000000	0.000000	0.000000	0.000000	0.000000	4.574279	4.574279	4.574279	4.574279	4.574279	0.000000	0.000000	0.000000	6.272297	6.272297	0.908719	0.031797	0.000000	0.045146	0.014338	31.557660	
247500	-114.829719	1	1	10	'Z 0 0 Z 0 Z 0 0 0 0 Z Z 0 0 Z 0 Z Z Z Z 	0.000000	2.854673	2.854673	0.000000	2.854673	0.000000	2.854673	2.854673	2.854673	2.854673	0.000000	0.000000	2.854673	2.854673	0.000000	2.854673	0.000000	0.000000	0.000000	0.000000	5.029733	5.029733	0.385630	0.001815	0.610745	0.001811	0.000000	2.212853	
250000	-115.336433	1	1	9	'Z 0 0 Z 0 Z 0 0 0 Z Z Z 0 0 Z 0 Z 0 Z 0 	0.000000	5.819128	5.819128	0.000000	5.819128	0.000000	5.819128	5.819128	5.819128	0.000000	0.000000	0.000000	5.819128	5.819128	0.000000	5.819128	0.000000	5.819128	0.000000	5.819128	8.214231	8.214231	0.628950	0.009950	0.351187	0.009539	0.000374	24.349841	
252500	-111.266634	1	2	8	'Z 0 1 1 Z Z 1 Z 1 1 1 Z 0 0 Z Z 1 1 Z 0 	0.000000	14.405996	1.303878	1.303878	0.000000	0.000000	1.303878	0.000000	1.303878	1.303878	1.303878	0.000000	14.405996	14.405996	0.000000	0.000000	1.303878	1.303878	0.000000	14.405996	10.214394	10.214394	0.960912	0.000014	0.006245	0.028845	0.003985	45.529905	
255000	-115.470828	1	2	4	'Z 1 1 0 Z 1 1 Z 0 0 0 0 1 0 0 0 0 Z 0 0 	0.000000	8.039995	8.039995	0.577342	0.000000	8.039995	8.039995	0.000000	0.577342	0.577342	0.577342	0.577342	8.039995	0.577342	0.577342	0.577342	0.577342	0.000000	0.577342	0.577342	9.564637	9.564637	0.948280	0.009972	0.006041	0.035525	0.000182	5.293011	
257500	-117.202775	1	2	10	'Z 0 0 Z 0 Z Z Z Z 1 Z 0 0 0 Z 1 Z Z 0 1 	0.000000	6.162353	6.162353	0.000000	6.162353	0.000000	0.000000	0.000000	0.000000	1.394787	0.000000	6.162353	6.162353	6.162353	0.000000	1.394787	0.000000	0.000000	6.162353	1.394787	2.284722	2.284722	0.855913	0.074588	0.001640	0.067262	0.000597	6.793166	
260000	-113.730252	1	1	10	'Z 0 0 Z 0 0 0 0 Z 0 Z Z 0 0 Z 0 Z Z Z Z 	0.000000	5.835528	5.835528	0.000000	5.835528	5.835528	5.835528	5.835528	0.000000	5.835528	0.000000	0.000000	5.835528	5.835528	0.000000	5.835528	0.000000	0.000000	0.000000	0.000000	4.572504	4.572504	0.896890	0.054698	0.018100	0.030312	0.000000	4.446097	
262500	-114.095047	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 0 Z 0 0 0 Z 0 Z Z Z Z 	0.000000	3.558715	3.558715	0.000000	3.558715	0.000000	3.558715	0.000000	3.558715	3.558715	0.000000	3.558715	3.558715	3.558715	0.000000	3.558715	0.000000	0.000000	0.000000	0.000000	11.200732	11.200732	0.487009	0.002885	0.507722	0.002384	0.000000	1.932796	
265000	-111.489719	1	1	12	'Z 0 0 Z 0 Z 0 Z 0 0 Z 0 0 Z Z Z Z Z Z Z 	0.000000	5.158028	5.158028	0.000000	5.158028	0.000000	5.158028	0.000000	5.158028	5.158028	0.000000	5.158028	5.158028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.425749	6.425749	0.460485	0.009544	0.520733	0.009238	0.000000	23.829041	
267500	-119.958170	1	1	9	'0 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z 0 Z Z 0 0 	2.782765	2.782765	2.782765	0.000000	2.782765	0.000000	2.782765	0.000000	0.000000	0.000000	0.000000	2.782765	2.782765	2.782765	0.000000	2.782765	0.000000	0.000000	2.782765	2.782765	18.306099	18.306099	0.995124	0.002206	0.000001	0.002636	0.000032	2.870123	
270000	-113.420673	1	1	11	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 Z Z Z 0 	0.000000	5.113267	5.113267	0.000000	5.113267	0.000000	5.113267	5.113267	0.000000	0.000000	0.000000	0.000000	5.113267	5.113267	0.000000	5.113267	0.000000	0.000000	0.000000	5.113267	3.007385	3.007385	0.951961	0.024882	0.000000	0.022968	0.000189	4.553676	
272500	-117.045974	1	1	8	'Z 0 0 0 0 0 0 0 0 0 Z Z 0 0 Z Z Z Z Z 0 	0.000000	2.953486	2.953486	2.953486	2.953486	2.953486	2.953486	2.953486	2.953486	2.953486	0.000000	0.000000	2.953486	2.953486	0.000000	0.000000	0.000000	0.000000	0.000000	2.953486	4.197565	4.197565	0.282986	0.025994	0.687320	0.003693	0.000008	18.896638	
275000	-119.345273	1	1	7	'0 0 0 0 0 0 0 0 0 Z Z Z 0 Z Z Z 0 Z 0 0 	4.640321	4.640321	4.640321	4.640321	4.640321	4.640321	4.640321	4.640321	4.640321	0.000000	0.000000	0.000000	4.640321	0.000000	0.000000	0.000000	4.640321	0.000000	4.640321	4.640321	4.796561	4.796561	0.648360	0.054220	0.251864	0.007605	0.037951	19.756919	
277500	-122.102293	1	1	6	'Z 0 0 0 0 0 0 0 0 0 0 0 Z Z 0 Z 0 Z Z 0 	0.000000	3.083523	3.083523	3.083523	3.083523	3.083523	3.083523	3.083523	3.083523	3.083523	3.083523	3.083523	0.000000	0.000000	3.083523	0.000000	3.083523	0.000000	0.000000	3.083523	10.307428	10.307428	0.461059	0.025251	0.508103	0.002735	0.002852	37.015297	
280000	-113.622730	1	1	9	'Z 0 0 Z 0 0 0 Z 0 0 Z Z 0 0 Z 0 Z 0 Z Z 	0.000000	6.493777	6.493777	0.000000	6.493777	6.493777	6.493777	0.000000	6.493777	6.493777	0.000000	0.000000	6.493777	6.493777	0.000000	6.493777	0.000000	6.493777	0.000000	0.000000	6.417831	6.417831	0.358949	0.085190	0.534651	0.019134	0.002076	23.290367	
282500	-116.164008	1	1	10	'Z 0 0 Z Z 0 0 Z 0 0 Z Z 0 0 Z 0 0 Z Z Z 	0.000000	5.381526	5.381526	0.000000	0.000000	5.381526	5.381526	0.000000	5.381526	5.381526	0.000000	0.000000	5.381526	5.381526	0.000000	5.381526	5.381526	0.000000	0.000000	0.000000	9.819054	9.819054	0.489747	0.011214	0.480512	0.010556	0.007970	17.863363	
285000	-115.868015	1	1	8	'Z 0 0 Z 0 0 0 0 0 0 Z Z 0 0 Z 0 Z Z Z 0 	0.000000	3.480035	3.480035	0.000000	3.480035	3.480035	3.480035	3.480035	3.480035	3.480035	0.000000	0.000000	3.480035	3.480035	0.000000	3.480035	0.000000	0.000000	0.000000	3.480035	2.575730	2.575730	0.394582	0.035767	0.563418	0.006214	0.000020	11.645937	
287500	-114.274641	1	1	9	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 Z Z Z 0 Z 0 Z 	0.000000	3.865927	3.865927	0.000000	3.865927	3.865927	3.865927	0.000000	3.865927	3.865927	0.000000	3.865927	3.865927	0.000000	0.000000	0.000000	3.865927	0.000000	3.865927	0.000000	7.956338	7.956338	0.329003	0.041468	0.584925	0.002984	0.041620	1.703423	
290000	-115.109689	1	1	9	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 Z Z 0 0 0 0 0 	0.000000	4.013217	4.013217	0.000000	4.013217	4.013217	4.013217	0.000000	0.000000	0.000000	0.000000	0.000000	4.013217	0.000000	0.000000	4.013217	4.013217	4.013217	4.013217	4.013217	6.392887	6.392887	0.179449	0.564461	0.000000	0.026467	0.229623	27.015540	
292500	-118.755969	1	1	11	'Z 0 0 Z 0 0 0 Z Z Z Z Z Z 0 Z 0 Z Z 0 0 	0.000000	19.371088	19.371088	0.000000	19.371088	19.371088	19.371088	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	19.371088	0.000000	19.371088	0.000000	0.000000	19.371088	19.371088	3.995753	3.995753	0.987151	0.009939	0.000000	0.002567	0.000343	57.850463	
295000	-113.487667	1	1	10	'Z 0 0 Z 0 Z 0 0 0 0 Z Z 0 0 Z 0 Z Z Z Z 	0.000000	6.284457	6.284457	0.000000	6.284457	0.000000	6.284457	6.284457	6.284457	6.284457	0.000000	0.000000	6.284457	6.284457	0.000000	6.284457	0.000000	0.000000	0.000000	0.000000	6.507758	6.507758	0.412308	0.007568	0.572585	0.007538	0.000000	23.585237	
297500	-112.846305	1	1	11	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	6.405495	6.405495	0.000000	6.405495	6.405495	6.405495	0.000000	0.000000	0.000000	0.000000	0.000000	6.405495	6.405495	0.000000	6.405495	6.405495	0.000000	0.000000	0.000000	8.416864	8.416864	0.761479	0.162759	0.000000	0.057484	0.018277	17.335685	
300000	-115.069003	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 0 0 Z Z Z Z 	0.000000	9.123754	9.123754	0.000000	9.123754	0.000000	9.123754	0.000000	0.000000	0.000000	0.000000	0.000000	9.123754	9.123754	9.123754	9.123754	0.000000	0.000000	0.000000	0.000000	13.235283	13.235283	0.920587	0.050028	0.000000	0.029385	0.000000	9.914591	
302500	-112.188602	1	1	13	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	4.926561	4.926561	0.000000	4.926561	0.000000	4.926561	0.000000	0.000000	0.000000	0.000000	4.926561	4.926561	4.926561	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.993180	8.993180	0.970728	0.015317	0.000000	0.013955	0.000000	5.114896	
305000	-117.374231	1	1	5	'Z 0 0 Z 0 Z 0 0 0 0 0 0 0 Z Z 0 0 0 0 0 	0.000000	6.148878	6.148878	0.000000	6.148878	0.000000	6.148878	6.148878	6.148878	6.148878	6.148878	6.148878	6.148878	0.000000	0.000000	6.148878	6.148878	6.148878	6.148878	6.148878	7.109426	7.109426	0.287797	0.015642	0.638881	0.014768	0.042911	4.621617	
307500	-117.785641	1	1	6	'Z 0 0 Z 0 0 0 0 0 0 Z 0 0 0 Z Z 0 0 0 Z 	0.000000	3.659892	3.659892	0.000000	3.659892	3.659892	3.659892	3.659892	3.659892	3.659892	0.000000	3.659892	3.659892	3.659892	0.000000	0.000000	3.659892	3.659892	3.659892	0.000000	10.610231	10.610231	0.367872	0.034007	0.557657	0.004978	0.035486	10.095188	
