Options:
Model:                           MultiState
Tree File Name:                  _tree_caudata_bt.nex
Data File Name:                  _dat_caudata.txt
Log File Name:                   caudata_rjhp_cov_r3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2822677083
Precision:                       64 bits
Cores:                           10
Analysis Type:                   MCMC
Sample Period:                   2500
Iterations:                      30010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   caudata_rjhp_cov_r3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     20
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               A,D,P,S,V
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    qAD                          RJ MCMC
    qAP                          RJ MCMC
    qAS                          RJ MCMC
    qAV                          RJ MCMC
    qDA                          RJ MCMC
    qDP                          RJ MCMC
    qDS                          RJ MCMC
    qDV                          RJ MCMC
    qPA                          RJ MCMC
    qPD                          RJ MCMC
    qPS                          RJ MCMC
    qPV                          RJ MCMC
    qSA                          RJ MCMC
    qSD                          RJ MCMC
    qSP                          RJ MCMC
    qSV                          RJ MCMC
    qVA                          RJ MCMC
    qVD                          RJ MCMC
    qVP                          RJ MCMC
    qVS                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       546
     Sites:                      1
     States:                     10
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qAD	qAP	qAS	qAV	qDA	qDP	qDS	qDV	qPA	qPD	qPS	qPV	qSA	qSD	qSP	qSV	qVA	qVD	qVP	qVS	Covar On to Off	 Covar Off to On	Root P(A)	Root P(D)	Root P(P)	Root P(S)	Root P(V)	RJRates - Mean	
115000	-113.031061	1	3	6	'1 2 2 2 0 2 0 1 Z 2 1 1 0 1 Z Z 1 Z Z Z 	0.837180	2.622219	2.622219	2.622219	11.165829	2.622219	11.165829	0.837180	0.000000	2.622219	0.837180	0.837180	11.165829	0.837180	0.000000	0.000000	0.837180	0.000000	0.000000	0.000000	2.540316	2.540316	0.471382	0.264962	0.164674	0.098784	0.000198	4.950252	
117500	-114.103366	1	1	10	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 Z Z Z Z 0 Z 0 Z 	0.000000	5.292157	5.292157	0.000000	5.292157	5.292157	5.292157	0.000000	5.292157	5.292157	0.000000	5.292157	0.000000	0.000000	0.000000	0.000000	5.292157	0.000000	5.292157	0.000000	5.444090	5.444090	0.268631	0.050065	0.601298	0.000000	0.080006	29.816341	
120000	-114.562285	1	1	9	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 0 Z 0 Z Z 0 Z Z 	0.000000	5.077796	5.077796	0.000000	5.077796	0.000000	5.077796	0.000000	5.077796	5.077796	5.077796	5.077796	5.077796	0.000000	5.077796	0.000000	0.000000	5.077796	0.000000	0.000000	7.455631	7.455631	0.501821	0.017938	0.421145	0.058957	0.000139	14.251570	
122500	-115.826248	1	1	11	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 Z Z Z Z 0 Z Z Z 	0.000000	3.230439	3.230439	0.000000	3.230439	0.000000	3.230439	0.000000	3.230439	3.230439	3.230439	3.230439	0.000000	0.000000	0.000000	0.000000	3.230439	0.000000	0.000000	0.000000	8.461246	8.461246	0.449938	0.002164	0.545232	0.000000	0.002666	33.703371	
125000	-114.935787	1	1	11	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 Z Z Z Z Z Z Z 	0.000000	3.626029	3.626029	0.000000	3.626029	3.626029	3.626029	0.000000	3.626029	3.626029	0.000000	3.626029	3.626029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.251536	11.251536	0.434629	0.037036	0.525606	0.002729	0.000000	54.042170	
127500	-114.302209	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 0 Z 0 0 0 Z 0 Z Z Z Z 	0.000000	5.747752	5.747752	0.000000	5.747752	0.000000	5.747752	0.000000	5.747752	5.747752	0.000000	5.747752	5.747752	5.747752	0.000000	5.747752	0.000000	0.000000	0.000000	0.000000	9.902501	9.902501	0.521471	0.009303	0.462475	0.006750	0.000000	84.631033	
130000	-115.718566	1	1	8	'Z 0 0 Z 0 0 0 Z 0 Z Z 0 0 0 0 0 0 Z Z Z 	0.000000	6.045017	6.045017	0.000000	6.045017	6.045017	6.045017	0.000000	6.045017	0.000000	0.000000	6.045017	6.045017	6.045017	6.045017	6.045017	6.045017	0.000000	0.000000	0.000000	5.519750	5.519750	0.477986	0.243143	0.152423	0.111800	0.014649	87.904486	
132500	-110.960531	1	2	12	'Z 1 1 Z 1 Z 1 Z Z Z Z Z 1 1 Z 0 Z Z 0 Z 	0.000000	9.413162	9.413162	0.000000	9.413162	0.000000	9.413162	0.000000	0.000000	0.000000	0.000000	0.000000	9.413162	9.413162	0.000000	5.116898	0.000000	0.000000	5.116898	0.000000	3.043893	3.043893	0.760757	0.139559	0.000000	0.099684	0.000000	96.371322	
135000	-113.416290	1	1	11	'Z 0 0 Z 0 Z 0 0 Z 0 Z Z 0 0 Z 0 Z Z Z Z 	0.000000	4.980523	4.980523	0.000000	4.980523	0.000000	4.980523	4.980523	0.000000	4.980523	0.000000	0.000000	4.980523	4.980523	0.000000	4.980523	0.000000	0.000000	0.000000	0.000000	7.375995	7.375995	0.970433	0.011356	0.006934	0.011277	0.000000	62.132971	
137500	-115.607342	1	1	8	'Z 0 0 Z 0 0 0 Z 0 Z 0 Z 0 0 0 0 0 Z Z Z 	0.000000	5.328221	5.328221	0.000000	5.328221	5.328221	5.328221	0.000000	5.328221	0.000000	5.328221	0.000000	5.328221	5.328221	5.328221	5.328221	5.328221	0.000000	0.000000	0.000000	3.068529	3.068529	0.385073	0.209209	0.290068	0.103806	0.011844	87.022826	
140000	-113.847674	1	1	11	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 0 0 Z 0 	0.000000	6.453686	6.453686	0.000000	0.000000	0.000000	6.453686	0.000000	0.000000	0.000000	0.000000	0.000000	6.453686	6.453686	0.000000	6.453686	6.453686	6.453686	0.000000	6.453686	12.026334	12.026334	0.977045	0.000114	0.000000	0.011408	0.011433	56.950293	
142500	-115.486308	1	1	12	'Z 0 0 Z Z Z 0 Z Z Z 0 Z 0 0 Z 0 Z Z 0 Z 	0.000000	5.708844	5.708844	0.000000	0.000000	0.000000	5.708844	0.000000	0.000000	0.000000	5.708844	0.000000	5.708844	5.708844	0.000000	5.708844	0.000000	0.000000	5.708844	0.000000	3.854490	3.854490	0.964910	0.000369	0.007212	0.027346	0.000163	75.682988	
145000	-118.153616	1	1	10	'Z 0 0 0 Z Z 0 Z Z 0 Z 0 0 0 Z Z 0 Z 0 Z 	0.000000	4.559149	4.559149	4.559149	0.000000	0.000000	4.559149	0.000000	0.000000	4.559149	0.000000	4.559149	4.559149	4.559149	0.000000	0.000000	4.559149	0.000000	4.559149	0.000000	11.384286	11.384286	0.955531	0.000026	0.004013	0.005858	0.034572	90.531969	
147500	-113.765258	1	1	12	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	11.159699	11.159699	0.000000	11.159699	0.000000	11.159699	11.159699	0.000000	0.000000	0.000000	0.000000	11.159699	11.159699	0.000000	11.159699	0.000000	0.000000	0.000000	0.000000	7.138849	7.138849	0.966786	0.016718	0.000000	0.016496	0.000000	86.017347	
150000	-112.796132	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 0 Z Z Z Z Z 	0.000000	3.947897	3.947897	0.000000	3.947897	0.000000	3.947897	0.000000	0.000000	0.000000	0.000000	3.947897	3.947897	3.947897	3.947897	0.000000	0.000000	0.000000	0.000000	0.000000	6.806167	6.806167	0.933568	0.021922	0.000000	0.044510	0.000000	95.101967	
152500	-116.266996	1	1	8	'Z 0 0 Z 0 0 0 0 0 0 Z 0 Z 0 Z Z 0 Z 0 Z 	0.000000	5.070076	5.070076	0.000000	5.070076	5.070076	5.070076	5.070076	5.070076	5.070076	0.000000	5.070076	0.000000	5.070076	0.000000	0.000000	5.070076	0.000000	5.070076	0.000000	5.295927	5.295927	0.298835	0.057750	0.568022	0.000811	0.074581	96.199308	
155000	-113.110803	1	1	10	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 Z Z Z 0 Z Z Z 	0.000000	4.744317	4.744317	0.000000	4.744317	4.744317	4.744317	0.000000	4.744317	4.744317	0.000000	4.744317	4.744317	0.000000	0.000000	0.000000	4.744317	0.000000	0.000000	0.000000	6.684079	6.684079	0.326201	0.060805	0.602536	0.005192	0.005266	74.088547	
157500	-117.994193	1	1	9	'Z 0 0 0 0 Z 0 Z 0 Z Z 0 0 0 Z Z 0 Z 0 Z 	0.000000	3.465318	3.465318	3.465318	3.465318	0.000000	3.465318	0.000000	3.465318	0.000000	0.000000	3.465318	3.465318	3.465318	0.000000	0.000000	3.465318	0.000000	3.465318	0.000000	10.191240	10.191240	0.732825	0.003981	0.232199	0.003761	0.027234	62.987243	
160000	-115.562457	1	1	11	'Z 0 0 Z Z Z Z Z 0 Z Z 0 0 0 Z Z 0 Z 0 0 	0.000000	10.792213	10.792213	0.000000	0.000000	0.000000	0.000000	0.000000	10.792213	0.000000	0.000000	10.792213	10.792213	10.792213	0.000000	0.000000	10.792213	0.000000	10.792213	10.792213	3.391195	3.391195	0.320986	0.000000	0.548040	0.014939	0.116035	85.870293	
162500	-118.540116	1	1	13	'Z 0 Z Z Z Z Z Z 0 Z 0 0 0 0 Z Z Z Z Z 0 	0.000000	27.031946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	27.031946	0.000000	27.031946	27.031946	27.031946	27.031946	0.000000	0.000000	0.000000	0.000000	0.000000	27.031946	7.638556	7.638556	0.285416	0.000000	0.692118	0.017806	0.004660	95.335009	
165000	-114.815154	1	1	12	'Z 0 0 Z Z Z 0 Z 0 0 Z 0 0 0 Z Z Z Z Z Z 	0.000000	3.528962	3.528962	0.000000	0.000000	0.000000	3.528962	0.000000	3.528962	3.528962	0.000000	3.528962	3.528962	3.528962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.917454	5.917454	0.548302	0.000010	0.447776	0.003912	0.000000	84.222459	
167500	-113.989715	1	1	10	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 0 Z Z Z Z Z 0 Z 	0.000000	7.109512	7.109512	0.000000	7.109512	0.000000	7.109512	0.000000	7.109512	7.109512	7.109512	7.109512	7.109512	0.000000	0.000000	0.000000	0.000000	0.000000	7.109512	0.000000	5.112893	5.112893	0.292233	0.014123	0.665458	0.013211	0.014975	66.722223	
170000	-115.479915	1	1	9	'Z 0 0 Z 0 Z 0 Z 0 0 0 0 0 Z 0 0 Z Z Z Z 	0.000000	3.428567	3.428567	0.000000	3.428567	0.000000	3.428567	0.000000	3.428567	3.428567	3.428567	3.428567	3.428567	0.000000	3.428567	3.428567	0.000000	0.000000	0.000000	0.000000	10.845860	10.845860	0.540926	0.005030	0.434008	0.020037	0.000000	83.309572	
172500	-114.613250	1	1	8	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 Z 0 Z 0 Z 0 Z 	0.000000	4.974010	4.974010	0.000000	4.974010	4.974010	4.974010	0.000000	4.974010	4.974010	0.000000	4.974010	4.974010	0.000000	4.974010	0.000000	4.974010	0.000000	4.974010	0.000000	7.762222	7.762222	0.367661	0.071710	0.456275	0.050642	0.053713	93.707849	
175000	-116.397792	1	1	10	'Z 0 0 Z 0 0 0 Z 0 0 Z 0 0 Z Z Z Z 0 Z Z 	0.000000	5.833372	5.833372	0.000000	5.833372	5.833372	5.833372	0.000000	5.833372	5.833372	0.000000	5.833372	5.833372	0.000000	0.000000	0.000000	0.000000	5.833372	0.000000	0.000000	12.556272	12.556272	0.449792	0.063843	0.477953	0.007418	0.000994	86.771313	
177500	-115.870515	1	1	9	'Z 0 0 Z 0 0 0 Z Z 0 Z 0 0 0 Z 0 Z Z 0 Z 	0.000000	3.228423	3.228423	0.000000	3.228423	3.228423	3.228423	0.000000	0.000000	3.228423	0.000000	3.228423	3.228423	3.228423	0.000000	3.228423	0.000000	0.000000	3.228423	0.000000	5.609481	5.609481	0.904116	0.071742	0.007756	0.016341	0.000045	78.011404	
180000	-113.438645	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 Z Z 0 0 	0.000000	7.000079	7.000079	0.000000	7.000079	0.000000	7.000079	7.000079	0.000000	0.000000	0.000000	0.000000	7.000079	7.000079	0.000000	7.000079	0.000000	0.000000	7.000079	7.000079	6.950143	6.950143	0.916788	0.042951	0.000000	0.037808	0.002452	64.748347	
182500	-118.174324	1	1	11	'Z 0 0 Z 0 0 0 0 Z 0 Z Z 0 0 Z Z Z Z Z Z 	0.000000	3.026629	3.026629	0.000000	3.026629	3.026629	3.026629	3.026629	0.000000	3.026629	0.000000	0.000000	3.026629	3.026629	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.148172	2.148172	0.926506	0.050403	0.007697	0.015394	0.000000	59.063134	
185000	-114.479044	1	1	10	'Z 0 0 Z 0 Z 0 0 0 Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	8.717326	8.717326	0.000000	8.717326	0.000000	8.717326	8.717326	8.717326	0.000000	0.000000	0.000000	8.717326	8.717326	0.000000	8.717326	8.717326	0.000000	0.000000	0.000000	5.476570	5.476570	0.523300	0.041559	0.363814	0.038876	0.032451	36.994035	
187500	-111.169807	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z 0 Z 	0.000000	7.567522	7.567522	0.000000	7.567522	0.000000	7.567522	0.000000	0.000000	0.000000	0.000000	0.000000	7.567522	7.567522	0.000000	7.567522	0.000000	0.000000	7.567522	0.000000	3.678578	3.678578	0.825845	0.101303	0.000000	0.072852	0.000000	37.643307	
190000	-112.901212	1	1	13	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	4.648986	4.648986	0.000000	0.000000	0.000000	4.648986	0.000000	0.000000	0.000000	0.000000	0.000000	4.648986	4.648986	0.000000	4.648986	4.648986	0.000000	0.000000	0.000000	6.265408	6.265408	0.972299	0.000064	0.000000	0.011888	0.015748	5.955004	
192500	-111.840467	1	2	8	'Z 1 1 Z 1 0 0 Z Z Z 0 Z 1 1 0 0 0 Z Z 0 	0.000000	8.606656	8.606656	0.000000	8.606656	1.231508	1.231508	0.000000	0.000000	0.000000	1.231508	0.000000	8.606656	8.606656	1.231508	1.231508	1.231508	0.000000	0.000000	1.231508	5.279184	5.279184	0.813985	0.106664	0.000936	0.077607	0.000808	7.603070	
195000	-107.357558	1	2	10	'Z 1 1 0 Z Z 0 0 Z Z Z Z 1 1 Z 0 0 0 Z Z 	0.000000	15.488532	15.488532	0.280069	0.000000	0.000000	0.280069	0.280069	0.000000	0.000000	0.000000	0.000000	15.488532	15.488532	0.000000	0.280069	0.280069	0.280069	0.000000	0.000000	5.859884	5.859884	0.989653	0.000000	0.000000	0.010343	0.000004	9.965444	
197500	-111.874692	1	2	3	'0 1 1 0 0 0 1 0 0 0 0 0 1 1 Z Z 0 0 0 Z 	0.031458	7.215237	7.215237	0.031458	0.031458	0.031458	7.215237	0.031458	0.031458	0.031458	0.031458	0.031458	7.215237	7.215237	0.000000	0.000000	0.031458	0.031458	0.031458	0.000000	7.592073	7.592073	0.983298	0.000283	0.000012	0.016407	0.000000	17.059974	
200000	-119.940317	1	1	8	'Z 0 0 0 0 0 0 0 Z 0 Z Z 0 0 0 Z Z Z Z 0 	0.000000	2.147465	2.147465	2.147465	2.147465	2.147465	2.147465	2.147465	0.000000	2.147465	0.000000	0.000000	2.147465	2.147465	2.147465	0.000000	0.000000	0.000000	0.000000	2.147465	5.858138	5.858138	0.941979	0.031187	0.003294	0.023497	0.000044	0.924344	
202500	-124.299514	1	1	6	'0 0 0 Z Z 0 0 Z 0 0 0 Z 0 0 0 0 0 Z Z 0 	2.776154	2.776154	2.776154	0.000000	0.000000	2.776154	2.776154	0.000000	2.776154	2.776154	2.776154	0.000000	2.776154	2.776154	2.776154	2.776154	2.776154	0.000000	0.000000	2.776154	11.257104	11.257104	0.642643	0.002023	0.338212	0.014042	0.003080	6.542663	
205000	-111.474347	1	2	8	'0 1 1 0 1 1 1 Z 0 0 Z 0 1 Z Z Z 0 Z Z Z 	0.884826	6.524215	6.524215	0.884826	6.524215	6.524215	6.524215	0.000000	0.884826	0.884826	0.000000	0.884826	6.524215	0.000000	0.000000	0.000000	0.884826	0.000000	0.000000	0.000000	8.405299	8.405299	0.851405	0.112276	0.017709	0.018439	0.000171	12.699446	
207500	-118.836088	1	1	11	'0 0 0 Z 0 Z 0 Z Z Z 0 Z 0 0 Z 0 Z Z Z Z 	2.927618	2.927618	2.927618	0.000000	2.927618	0.000000	2.927618	0.000000	0.000000	0.000000	2.927618	0.000000	2.927618	2.927618	0.000000	2.927618	0.000000	0.000000	0.000000	0.000000	14.454994	14.454994	0.994240	0.002699	0.000729	0.002332	0.000000	4.532098	
210000	-111.057471	1	2	7	'1 0 0 1 0 1 0 Z 1 Z 1 1 0 Z 1 1 Z Z Z Z 	0.102762	11.996783	11.996783	0.102762	11.996783	0.102762	11.996783	0.000000	0.102762	0.000000	0.102762	0.102762	11.996783	0.000000	0.102762	0.102762	0.000000	0.000000	0.000000	0.000000	4.717284	4.717284	0.643802	0.320526	0.000037	0.035635	0.000000	15.313441	
212500	-110.695030	1	2	5	'Z 0 0 Z 0 1 0 1 1 1 1 1 0 1 1 1 1 Z Z Z 	0.000000	11.184793	11.184793	0.000000	11.184793	0.636906	11.184793	0.636906	0.636906	0.636906	0.636906	0.636906	11.184793	0.636906	0.636906	0.636906	0.636906	0.000000	0.000000	0.000000	6.112067	6.112067	0.831954	0.105036	0.006877	0.056072	0.000061	3.266827	
215000	-118.641046	1	1	7	'Z 0 0 Z 0 0 0 0 0 0 0 0 Z 0 0 Z Z Z 0 Z 	0.000000	4.012255	4.012255	0.000000	4.012255	4.012255	4.012255	4.012255	4.012255	4.012255	4.012255	4.012255	0.000000	4.012255	4.012255	0.000000	0.000000	0.000000	4.012255	0.000000	6.293982	6.293982	0.587337	0.045529	0.354971	0.008013	0.004150	21.258390	
217500	-111.858926	1	2	11	'Z 0 0 Z 1 Z 1 Z 1 1 Z 1 Z Z 1 Z Z Z 1 Z 	0.000000	6.935927	6.935927	0.000000	0.646862	0.000000	0.646862	0.000000	0.646862	0.646862	0.000000	0.646862	0.000000	0.000000	0.646862	0.000000	0.000000	0.000000	0.646862	0.000000	10.939984	10.939984	0.992976	0.000087	0.006935	0.000001	0.000001	4.842126	
220000	-120.276445	1	1	10	'Z 0 0 Z Z 0 0 Z 0 Z 0 Z 0 0 Z 0 Z Z 0 Z 	0.000000	4.816504	4.816504	0.000000	0.000000	4.816504	4.816504	0.000000	4.816504	0.000000	4.816504	0.000000	4.816504	4.816504	0.000000	4.816504	0.000000	0.000000	4.816504	0.000000	17.282734	17.282734	0.586719	0.006090	0.394196	0.008569	0.004426	12.845921	
222500	-111.403125	1	1	12	'Z 0 0 Z 0 Z 0 Z 0 Z Z Z 0 0 Z 0 Z Z Z Z 	0.000000	6.251880	6.251880	0.000000	6.251880	0.000000	6.251880	0.000000	6.251880	0.000000	0.000000	0.000000	6.251880	6.251880	0.000000	6.251880	0.000000	0.000000	0.000000	0.000000	6.407314	6.407314	0.591655	0.020304	0.375800	0.012240	0.000000	13.864039	
225000	-115.053691	1	1	8	'Z 0 0 Z 0 0 0 0 Z Z Z Z 0 0 0 0 Z Z 0 0 	0.000000	4.530791	4.530791	0.000000	4.530791	4.530791	4.530791	4.530791	0.000000	0.000000	0.000000	0.000000	4.530791	4.530791	4.530791	4.530791	0.000000	0.000000	4.530791	4.530791	3.513108	3.513108	0.781300	0.134650	0.000000	0.081568	0.002483	6.940449	
227500	-113.199101	1	1	11	'Z 0 0 Z 0 Z 0 Z Z Z Z 0 0 0 Z 0 Z Z 0 Z 	0.000000	7.142026	7.142026	0.000000	7.142026	0.000000	7.142026	0.000000	0.000000	0.000000	0.000000	7.142026	7.142026	7.142026	0.000000	7.142026	0.000000	0.000000	7.142026	0.000000	5.915495	5.915495	0.904667	0.053403	0.000000	0.041930	0.000000	17.833151	
230000	-117.744739	1	1	7	'Z 0 0 Z 0 Z 0 0 0 Z 0 0 0 0 0 0 Z Z 0 Z 	0.000000	5.636567	5.636567	0.000000	5.636567	0.000000	5.636567	5.636567	5.636567	0.000000	5.636567	5.636567	5.636567	5.636567	5.636567	5.636567	0.000000	0.000000	5.636567	0.000000	7.141592	7.141592	0.647903	0.032545	0.257447	0.056133	0.005972	75.678321	
232500	-112.667380	1	1	12	'Z 0 0 Z 0 0 0 Z Z Z Z 0 0 0 Z Z Z Z Z Z 	0.000000	8.639780	8.639780	0.000000	8.639780	8.639780	8.639780	0.000000	0.000000	0.000000	0.000000	8.639780	8.639780	8.639780	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.976711	4.976711	0.744307	0.133684	0.000000	0.122009	0.000000	73.120354	
235000	-116.700566	1	2	9	'Z 0 1 Z 1 Z 0 1 1 Z Z 0 1 0 Z Z Z 0 0 Z 	0.000000	11.107527	6.297396	0.000000	6.297396	0.000000	11.107527	6.297396	6.297396	0.000000	0.000000	11.107527	6.297396	11.107527	0.000000	0.000000	0.000000	11.107527	11.107527	0.000000	7.450410	7.450410	0.787812	0.022510	0.150449	0.020295	0.018935	88.113456	
237500	-115.411624	1	1	12	'Z 0 0 Z 0 Z 0 0 0 Z Z 0 Z Z Z Z Z 0 Z Z 	0.000000	7.025902	7.025902	0.000000	7.025902	0.000000	7.025902	7.025902	7.025902	0.000000	0.000000	7.025902	0.000000	0.000000	0.000000	0.000000	0.000000	7.025902	0.000000	0.000000	6.893446	6.893446	0.488898	0.006896	0.504100	0.000000	0.000106	92.108238	
240000	-115.381672	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z Z 0 0 Z Z 0 Z 0 0 Z 	0.000000	5.361597	5.361597	0.000000	5.361597	0.000000	5.361597	5.361597	0.000000	0.000000	0.000000	5.361597	5.361597	0.000000	0.000000	5.361597	0.000000	5.361597	5.361597	0.000000	3.668976	3.668976	0.858691	0.088876	0.000586	0.044072	0.007775	96.842389	
242500	-111.860060	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z 0 0 Z 0 Z Z Z 0 	0.000000	4.767206	4.767206	0.000000	4.767206	0.000000	4.767206	0.000000	0.000000	0.000000	0.000000	0.000000	4.767206	4.767206	0.000000	4.767206	0.000000	0.000000	0.000000	4.767206	4.296559	4.296559	0.955008	0.027273	0.000000	0.017604	0.000114	84.170834	
245000	-116.929451	1	1	8	'Z 0 0 Z 0 0 0 Z 0 0 0 Z 0 0 Z 0 0 Z Z Z 	0.000000	7.478422	7.478422	0.000000	7.478422	7.478422	7.478422	0.000000	7.478422	7.478422	7.478422	0.000000	7.478422	7.478422	0.000000	7.478422	7.478422	0.000000	0.000000	0.000000	2.753358	2.753358	0.268604	0.122466	0.551101	0.039733	0.018096	81.656182	
247500	-112.473377	1	1	13	'Z 0 0 Z Z Z 0 Z Z Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	5.853096	5.853096	0.000000	0.000000	0.000000	5.853096	0.000000	0.000000	0.000000	0.000000	0.000000	5.853096	5.853096	0.000000	5.853096	5.853096	0.000000	0.000000	0.000000	4.795719	4.795719	0.946966	0.000229	0.000000	0.021514	0.031290	87.631480	
250000	-113.579685	1	1	13	'Z 0 0 Z 0 Z Z Z Z Z Z Z 0 0 Z 0 0 Z Z Z 	0.000000	7.485478	7.485478	0.000000	7.485478	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.485478	7.485478	0.000000	7.485478	7.485478	0.000000	0.000000	0.000000	10.606475	10.606475	0.922729	0.029236	0.000000	0.025391	0.022644	90.589739	
252500	-113.192745	1	1	8	'Z 0 0 Z 0 0 0 Z Z Z Z Z 0 0 Z 0 0 0 0 0 	0.000000	7.621336	7.621336	0.000000	7.621336	7.621336	7.621336	0.000000	0.000000	0.000000	0.000000	0.000000	7.621336	7.621336	0.000000	7.621336	7.621336	7.621336	7.621336	7.621336	3.283980	3.283980	0.485715	0.189489	0.000000	0.171723	0.153073	79.523542	
255000	-110.706206	1	2	10	'Z 1 1 Z Z Z 0 0 Z Z Z Z 0 1 Z 1 0 1 Z 1 	0.000000	7.911389	7.911389	0.000000	0.000000	0.000000	39.843586	39.843586	0.000000	0.000000	0.000000	0.000000	39.843586	7.911389	0.000000	7.911389	39.843586	7.911389	0.000000	7.911389	3.938358	3.938358	0.232452	0.271921	0.000000	0.246272	0.249356	50.450546	
257500	-117.309333	1	1	9	'Z 0 0 0 0 Z 0 Z Z Z 0 Z 0 Z Z Z 0 0 0 0 	0.000000	5.722455	5.722455	5.722455	5.722455	0.000000	5.722455	0.000000	0.000000	0.000000	5.722455	0.000000	5.722455	0.000000	0.000000	0.000000	5.722455	5.722455	5.722455	5.722455	10.454806	10.454806	0.942028	0.012966	0.003052	0.011220	0.030735	46.162968	
260000	-115.655888	1	1	9	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 Z Z 0 0 0 0 0 	0.000000	13.737133	13.737133	0.000000	13.737133	0.000000	13.737133	13.737133	0.000000	0.000000	0.000000	0.000000	13.737133	0.000000	0.000000	13.737133	13.737133	13.737133	13.737133	13.737133	6.324055	6.324055	0.722317	0.110702	0.000000	0.089008	0.077973	44.610350	
262500	-116.317223	1	1	8	'Z 0 0 Z 0 Z 0 0 Z Z 0 Z 0 0 0 0 Z Z 0 0 	0.000000	6.813908	6.813908	0.000000	6.813908	0.000000	6.813908	6.813908	0.000000	0.000000	6.813908	0.000000	6.813908	6.813908	6.813908	6.813908	0.000000	0.000000	6.813908	6.813908	4.743975	4.743975	0.840139	0.071938	0.013521	0.068098	0.006304	49.585102	
265000	-112.271745	1	1	12	'Z 0 0 Z 0 Z 0 Z Z Z Z Z Z 0 0 0 Z 0 Z Z 	0.000000	6.752980	6.752980	0.000000	6.752980	0.000000	6.752980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.752980	6.752980	6.752980	0.000000	6.752980	0.000000	0.000000	5.132809	5.132809	0.950314	0.045937	0.000000	0.002680	0.001068	69.777992	
267500	-119.504363	1	1	10	'0 0 0 Z 0 0 0 0 Z Z Z Z Z 0 Z 0 Z 0 Z Z 	9.521151	9.521151	9.521151	0.000000	9.521151	9.521151	9.521151	9.521151	0.000000	0.000000	0.000000	0.000000	0.000000	9.521151	0.000000	9.521151	0.000000	9.521151	0.000000	0.000000	4.583559	4.583559	0.989599	0.009061	0.000000	0.000670	0.000670	67.343971	
270000	-113.932804	1	1	10	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 0 0 Z 0 Z 0 0 Z 	0.000000	7.180391	7.180391	0.000000	7.180391	0.000000	7.180391	7.180391	0.000000	0.000000	0.000000	0.000000	7.180391	7.180391	0.000000	7.180391	0.000000	7.180391	7.180391	0.000000	8.056815	8.056815	0.921183	0.039677	0.000000	0.035887	0.003253	62.083326	
272500	-113.398548	1	1	9	'Z 0 0 Z 0 0 0 0 0 0 Z Z 0 Z Z 0 Z Z Z 0 	0.000000	5.556670	5.556670	0.000000	5.556670	5.556670	5.556670	5.556670	5.556670	5.556670	0.000000	0.000000	5.556670	0.000000	0.000000	5.556670	0.000000	0.000000	0.000000	5.556670	4.654516	4.654516	0.340672	0.047077	0.605804	0.006393	0.000053	22.587823	
